y_true,y_pred,error,error_pct
2797.0,2767.4978,29.502197265625,1.054780023797819
2799.0,2763.6216,35.37841796875,1.2639663440067883
2790.0,2768.1887,21.811279296875,0.7817662830421146
2801.0,2803.7646,-2.7646484375,-0.09870219341306675
2827.0,2804.9734,22.026611328125,0.7791514442209055
2797.0,2810.4702,-13.47021484375,-0.48159509630854486
2805.0,2810.4702,-5.47021484375,-0.195016571969697
2816.9999999999995,2843.5266,-26.526611328125455,-0.9416617439874143
2839.0,2843.5266,-4.526611328125,-0.15944386502729835
2839.0,2843.5266,-4.526611328125,-0.15944386502729835
2831.0,2843.5266,-12.526611328125,-0.44248008930148364
2835.0,2843.5266,-8.526611328125,-0.30076230434303347
2848.0,2843.5266,4.473388671875,0.15707123145628513
2834.0,2843.1738,-9.173828125,-0.3237060029992943
2849.0,2843.1738,5.826171875,0.20449883731133733
2846.0,2844.127,1.873046875,0.0658133125439213
2828.0,2844.127,-16.126953125,-0.5702600114922207
2782.0000000000005,2844.127,-62.126953124999545,-2.2331758851545485
2777.0,2844.127,-67.126953125,-2.4172471416996757
2755.0,2844.127,-89.126953125,-3.235098117059891
2766.0,2832.4504,-66.450439453125,-2.402402004812907
2772.9999999999995,2827.8838,-54.883789062500455,-1.9792206657951845
2804.0,2788.1216,15.87841796875,0.5662773883291726
2827.0,2766.8506,60.1494140625,2.1276764790413867
2840.0,2771.1748,68.8251953125,2.423422370158451
2842.0,2770.215,71.784912109375,2.525858976403061
2870.0000000000005,2767.0186,102.98144531250045,3.5882036694251025
2855.0,2802.3801,52.619873046875,1.8430778650394046
2855.0,2831.1128,23.88720703125,0.8366797559106831
2853.0,2831.7126,21.287353515625,0.7461392749956186
2855.0,2828.4836,26.516357421875,0.9287690865805603
2878.0,2828.4836,49.516357421875,1.7205127665696665
2880.0,2828.4836,51.516357421875,1.7887624104817708
2856.0,2828.4836,27.516357421875,0.963457892922794
2871.0,2828.4836,42.516357421875,1.480890192332811
2873.0,2828.4836,44.516357421875,1.5494729349765055
2857.0,2831.7126,25.287353515625,0.8851016281282814
2885.0,2831.7126,53.287353515625,1.8470486487218372
2882.0,2836.0369,45.963134765625,1.5948346552958015
2857.0,2835.0771,21.9228515625,0.7673381715960799
2840.0,2824.3914,15.608642578125,0.5496000907790493
2867.0000000000005,2824.3914,42.608642578125455,1.4861751858432315
2887.0,2824.3914,62.608642578125,2.1686402001428817
2892.0,2824.3914,67.608642578125,2.3377815552602006
2871.0,2824.3914,46.608642578125,1.6234288602621039
2875.0,2824.3914,50.608642578125,1.7603006114130435
2881.0,2824.3914,56.608642578125,1.964895611875217
2851.0,2824.3914,26.608642578125,0.9333091048097159
2840.0,2824.3914,15.608642578125,0.5496000907790493
2828.0,2831.8806,-3.880615234375,-0.13722118933433522
2813.9999999999995,2836.0369,-22.036865234375455,-0.7831153246046716
2816.0,2831.7126,-15.712646484375,-0.5579775029962714
2853.0,2831.7126,21.287353515625,0.7461392749956186
2856.0,2831.7126,24.287353515625,0.8503975320596988
2879.0,2836.0369,42.963134765625,1.4922936702196945
2889.0,2836.0369,52.963134765625,1.8332687700112495
2934.0,2835.0771,98.9228515625,3.371603666070212
2936.0,2836.0369,99.963134765625,3.404738922534911
2912.0,2831.7126,80.287353515625,2.757120656443166
2908.0000000000005,2831.7126,76.28735351562545,2.6233615376762534
2887.0,2831.7126,55.287353515625,1.915045151216661
2886.0,2828.4836,57.516357421875,1.9929437776117462
2834.0,2828.4836,5.516357421875,0.19464916802664078
2828.0,2828.4836,-0.483642578125,-0.017101929919554455
2808.0,2833.0505,-25.050537109375,-0.8921131449207621
2829.0,2844.127,-15.126953125,-0.5347102553905974
2816.9999999999995,2844.127,-27.126953125000455,-0.9629731318779006
2811.0,2844.127,-33.126953125,-1.1784757426182852
2816.0,2844.127,-28.126953125,-0.9988264604048296
2787.0,2844.127,-57.126953125,-2.049765092393254
2791.0,2844.127,-53.126953125,-1.9035096067717663
2816.9999999999995,2833.0505,-16.050537109375455,-0.5697741252884436
2787.0,2833.0505,-46.050537109375,-1.6523335884239325
2761.0,2828.4836,-67.483642578125,-2.444173943430822
2745.0,2828.4836,-83.483642578125,-3.041298454576503
2754.0,2828.4836,-74.483642578125,-2.7045621851171027
2752.0,2831.7126,-79.712646484375,-2.896535119345022
2775.9999999999995,2831.1128,-55.112792968750455,-1.9853311588166593
2788.0,2831.1128,-43.11279296875,-1.54636990562231
2822.0,2831.1128,-9.11279296875,-0.3229196657955351
2816.0,2831.1128,-15.11279296875,-0.5366758866743607
2824.0,2835.437,-11.43701171875,-0.4049933328169264
2840.0,2835.437,4.56298828125,0.16066860145246478
2875.0,2831.7126,43.287353515625,1.505647078804348
2878.0,2831.7126,46.287353515625,1.6083166614185198
2886.0,2828.4836,57.516357421875,1.9929437776117462
2890.0,2828.4836,61.516357421875,2.12859368241782
2874.0,2844.127,29.873046875,1.0394240387961031
2873.0,2844.127,28.873046875,1.0049790071353986
2880.0,2843.1738,36.826171875,1.2786865234375
2877.0,2839.5806,37.41943359375,1.3006407227580814
2880.0,2841.7273,38.272705078125,1.328913370768229
2884.0,2838.7969,45.203125,1.5673760402219141
2898.0,2842.1265,55.87353515625,1.9280032835144927
2874.0,2849.0918,24.908203125,0.8666737343423799
2859.0,2849.0918,9.908203125,0.34656184417628544
2892.0,2849.0918,42.908203125,1.4836861384854771
2842.0,2842.1265,-0.12646484375,-0.004449853756157636
2830.0,2842.1265,-12.12646484375,-0.4284969909452297
2834.0,2842.1265,-8.12646484375,-0.28674893591213835
2837.0,2842.1265,-5.12646484375,-0.1807002059834332
2788.0,2849.0918,-61.091796875,-2.1912409209110475
2794.0,2842.1265,-48.12646484375,-1.7224933730762348
2786.0,2842.1265,-56.12646484375,-2.014589549309045
2771.0,2838.7969,-67.796875,-2.4466573439191626
2769.0,2841.6794,-72.679443359375,-2.624754184159444
2793.0,2843.5266,-50.526611328125,-1.8090444442579665
2853.0,2810.4702,42.52978515625,1.4907040012705923
2846.0,2810.4702,35.52978515625,1.2484112844782151
2856.0,2810.4702,45.52978515625,1.594180152529762
2868.0,2843.5266,24.473388671875,0.853325964849198
2877.0,2844.127,32.873046875,1.1426154631560654
2875.0,2844.127,30.873046875,1.0738451086956522
2877.0,2844.127,32.873046875,1.1426154631560654
2863.0,2844.127,18.873046875,0.6592052698218651
2867.0000000000005,2844.127,22.873046875000455,0.7978042160795413
2844.0,2843.1738,0.826171875,0.02904964398734177
2837.0,2843.1738,-6.173828125,-0.2176181926330631
