y_predict
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2737.9277
2734.0247
2734.0247
2728.773
2725.5957
2725.5957
2699.4832
2687.9294
2674.5461
2669.0222
2669.0222
2674.5461
2669.0222
2669.0222
2668.4683
2654.406
2646.7612
2643.0125
2643.0125
2636.564
2583.211
2583.211
2583.211
2605.1553
2636.564
2643.0125
2646.7612
2646.7612
2645.2212
2647.5447
2657.7576
2657.7576
2662.161
2662.161
2670.6965
2674.5461
2687.9294
2687.9294
2687.9294
2674.5461
2669.0222
2669.0222
2669.0222
2674.5461
2674.5461
2701.0664
2723.8499
2726.9934
2726.9934
2726.9934
2732.2454
2732.2454
2732.2454
2732.2454
2732.2454
2734.0247
2734.0247
2734.0247
2734.0247
2736.002
2736.002
2736.002
2734.0247
2734.0247
2734.0247
2734.0247
2726.9934
2726.9934
2725.5957
2725.5957
2726.9934
2732.2454
2732.2454
2734.0247
2736.002
2737.9277
2737.9277
2737.9277
2737.9277
2737.9277
2737.9277
2737.9277
2737.9277
2737.9277
2737.9277
2734.0247
2734.0247
2736.002
2736.002
2734.0247
2736.002
2734.0247
2737.9277
2737.9277
2737.9277
2737.9277
2734.0247
2734.0247
2734.0247
2734.0247
2734.0247
2737.9277
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2737.9277
2734.0247
2734.0247
2734.0247
2734.0247
2734.0247
2726.9934
2726.9934
2726.9934
2726.9934
2726.9934
2726.9934
2726.9934
2726.9934
2732.2454
2734.0247
2732.2454
2737.9277
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2740.005
2737.9277
2734.0247
2734.0247
2732.2454
2726.9934
2732.2454
2732.2454
2734.0247
2734.0247
2734.0247
2737.9277
2740.005
2740.005
