y_true,y_predict,error
2872.9999999999995,2698.562,174.43798828124955
2857.0,2698.562,158.43798828125
2885.0,2698.562,186.43798828125
2882.0,2698.562,183.43798828125
2857.0,2698.562,158.43798828125
2839.9999999999995,2698.562,141.43798828124955
2867.0,2698.562,168.43798828125
2887.0,2698.562,188.43798828125
2892.0,2698.562,193.43798828125
2870.9999999999995,2698.562,172.43798828124955
2875.0000000000005,2698.562,176.43798828125045
2881.0,2698.562,182.43798828125
2851.0,2698.562,152.43798828125
2839.9999999999995,2698.562,141.43798828124955
2828.0,2698.562,129.43798828125
2814.0,2698.562,115.43798828125
2816.0,2698.562,117.43798828125
2853.0,2698.562,154.43798828125
2856.0,2698.562,157.43798828125
2879.0,2698.562,180.43798828125
2889.0,2698.562,190.43798828125
2934.0,2698.562,235.43798828125
2936.0,2698.562,237.43798828125
2912.0,2698.562,213.43798828125
2908.0,2698.562,209.43798828125
2887.0,2698.562,188.43798828125
2886.0,2698.562,187.43798828125
2834.0,2698.562,135.43798828125
2828.0,2698.562,129.43798828125
2808.0,2698.562,109.43798828125
2829.0,2698.562,130.43798828125
2817.0,2698.562,118.43798828125
2810.9999999999995,2698.562,112.43798828124955
2816.0,2698.562,117.43798828125
2787.0,2698.562,88.43798828125
2791.0,2698.562,92.43798828125
2817.0,2698.562,118.43798828125
2787.0,2698.562,88.43798828125
2761.0,2698.562,62.43798828125
2745.0,2698.562,46.43798828125
2754.0,2698.562,55.43798828125
2752.0,2698.562,53.43798828125
2776.0,2698.562,77.43798828125
2788.0,2698.562,89.43798828125
2822.0,2698.562,123.43798828125
2816.0,2698.562,117.43798828125
2824.0,2698.562,125.43798828125
2839.9999999999995,2698.562,141.43798828124955
2875.0000000000005,2698.562,176.43798828125045
2878.0,2698.562,179.43798828125
2886.0,2698.562,187.43798828125
2890.0,2698.562,191.43798828125
2874.0,2698.562,175.43798828125
2872.9999999999995,2698.562,174.43798828124955
2880.0,2698.562,181.43798828125
2877.0,2698.562,178.43798828125
2880.0,2698.562,181.43798828125
2884.0,2698.562,185.43798828125
2898.0,2698.562,199.43798828125
2874.0,2698.562,175.43798828125
2859.0,2698.562,160.43798828125
2892.0,2698.562,193.43798828125
2841.9999999999995,2698.562,143.43798828124955
2830.0,2698.562,131.43798828125
2834.0,2698.562,135.43798828125
2837.0,2698.562,138.43798828125
2788.0,2698.562,89.43798828125
2794.0,2698.562,95.43798828125
2786.0,2698.562,87.43798828125
2771.0,2698.562,72.43798828125
2769.0,2698.562,70.43798828125
2793.0,2698.562,94.43798828125
2853.0,2698.562,154.43798828125
2846.0000000000005,2698.562,147.43798828125045
2856.0,2698.562,157.43798828125
2868.0,2698.562,169.43798828125
2877.0,2698.562,178.43798828125
2875.0000000000005,2698.562,176.43798828125045
2877.0,2698.562,178.43798828125
2863.0,2698.562,164.43798828125
2867.0,2698.562,168.43798828125
2844.0000000000005,2698.562,145.43798828125045
2837.0,2698.562,138.43798828125
