y_predict
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2800.9844
2787.9956
2784.989
2781.2598
2779.81
2772.6094
2767.6624
2767.5276
2760.7903
2760.7903
2770.0273
2760.7903
2760.7903
2754.3452
2738.2468
2714.3118
2689.9004
2660.8503
2662.2222
2662.2222
2662.2222
2660.8503
2693.8413
2693.8413
2698.2932
2700.4155
2726.9805
2726.9805
2738.2002
2749.4666
2760.7903
2760.7903
2758.2905
2769.8274
2769.9622
2769.9622
2767.6624
2761.6653
2770.0273
2764.165
2764.165
2767.6624
2769.9622
2780.622
2779.8542
2787.0693
2787.0693
2783.962
2785.894
2784.1865
2787.9956
2787.9956
2787.9956
2787.9956
2787.9956
2800.9844
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2800.9844
2787.9956
2784.1865
2784.989
2785.6877
2781.2598
2788.795
2785.6877
2783.962
2784.1865
2787.9956
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2800.9844
2800.9844
2787.9956
2787.9956
2784.1865
2784.989
2786.6968
2783.962
2787.0693
2788.795
2788.795
2788.795
2783.962
2783.962
2784.989
2787.9956
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
2787.9956
2784.1865
2784.989
2784.989
2784.989
2784.989
2784.1865
2787.9956
2800.9844
2814.3413
2814.3413
2814.3413
2814.3413
2814.3413
