colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample
0.8353050071839115,0.0014608731489998902,0.1671222505975789,15,5,200,0.06637120296018738,0.25939787695884264,0.6827230256903426
