loss,mae,val_loss,val_mae
0.12382917106151581,0.2749308943748474,0.047711148858070374,0.19829539954662323
0.023528601974248886,0.11974619328975677,0.01438197772949934,0.09260767698287964
0.024834798648953438,0.1252228319644928,0.05225763097405434,0.19693061709403992
0.019878031685948372,0.10730140656232834,0.012932438403367996,0.0892094299197197
0.015252809971570969,0.09836998581886292,0.0989934504032135,0.2865779399871826
0.012034138664603233,0.08272334188222885,0.008308274671435356,0.06543155759572983
0.01473040971904993,0.09644845873117447,0.04123777896165848,0.16657501459121704
0.011783190071582794,0.08460444211959839,0.005035249516367912,0.05640389770269394
0.011302689090371132,0.08126053214073181,0.08381658792495728,0.2590588927268982
0.010147202759981155,0.07448671013116837,0.003278514137491584,0.04629772901535034
0.011765225790441036,0.0847334936261177,0.008072505705058575,0.07110951095819473
0.009871444664895535,0.07843680679798126,0.015603890642523766,0.09882968664169312
0.01273753959685564,0.0896560549736023,0.01390079315751791,0.08943838626146317
0.012160025537014008,0.08690067380666733,0.0070565240457654,0.06895492225885391
0.012729776091873646,0.08603820949792862,0.03609113767743111,0.1606471985578537
0.01326285395771265,0.08781687915325165,0.0036189057864248753,0.04874151945114136
0.01145079080015421,0.08456879109144211,0.03369230031967163,0.1657644361257553
0.010505503974854946,0.08078616857528687,0.0027340855449438095,0.042549025267362595
0.0075652324594557285,0.06760764867067337,0.02850300632417202,0.15236987173557281
0.006129689514636993,0.06045759841799736,0.002971044508740306,0.042572006583213806
0.005904487334191799,0.05873258411884308,0.013352506794035435,0.09730996191501617
0.0062582287937402725,0.058729447424411774,0.002786693163216114,0.0437508262693882
0.0068076541647315025,0.0635814219713211,0.006971919909119606,0.06980717927217484
0.004340882878750563,0.050696734338998795,0.004842796828597784,0.0548965223133564
0.0032066695857793093,0.0440848246216774,0.005344781558960676,0.060688067227602005
0.003049363847821951,0.04236467555165291,0.0022692244965583086,0.03877776488661766
0.00247338879853487,0.03874264284968376,0.005365864373743534,0.05992889776825905
0.002307642949745059,0.03753748908638954,0.0019017469603568316,0.03418821096420288
0.0019073651637881994,0.0343204028904438,0.0033536229748278856,0.04444669187068939
0.0019178797956556082,0.03376847133040428,0.0033517046831548214,0.044516924768686295
0.0019155143527314067,0.034863103181123734,0.0014904775889590383,0.031107649207115173
0.0013936616014689207,0.028441207483410835,0.0037199186626821756,0.04982197284698486
0.00128848385065794,0.02765948325395584,0.003889993764460087,0.050683267414569855
0.0013986695557832718,0.028706207871437073,0.005419344175606966,0.0617297887802124
0.00236418261192739,0.036492399871349335,0.002322324551641941,0.03734789788722992
0.002830615732818842,0.04069850593805313,0.005756800528615713,0.06358394771814346
0.0027767817955464125,0.0412871316075325,0.0017236876301467419,0.0336417518556118
0.0015535703860223293,0.031044626608490944,0.003382645547389984,0.045118194073438644
0.0015575069701299071,0.030655916780233383,0.0013676101807504892,0.0287080779671669
0.0013869658578187227,0.029448376968503,0.00359349581412971,0.04879798740148544
0.001076058833859861,0.024944644421339035,0.0023808556143194437,0.03876502811908722
0.0012102789478376508,0.02750696986913681,0.0014722334453836083,0.02973802201449871
0.001076280022971332,0.024595575407147408,0.002264070324599743,0.03732476383447647
0.0011691804975271225,0.026434961706399918,0.0014293232234194875,0.029865751042962074
0.0010194616625085473,0.024807320907711983,0.007131201680749655,0.0726056918501854
0.0013422849588096142,0.0283746886998415,0.0009906375780701637,0.024867776781320572
0.0012426413595676422,0.027791665866971016,0.002741609700024128,0.041015733033418655
0.0014201304875314236,0.02923499420285225,0.001022383919917047,0.025436632335186005
0.0015157439047470689,0.03132428228855133,0.004855828359723091,0.05835229158401489
0.0008375915931537747,0.022776050493121147,0.0010703392326831818,0.025370975956320763
0.0008565291645936668,0.02212567627429962,0.0009266923298127949,0.024311114102602005
0.001024471246637404,0.024870578199625015,0.0017930917674675584,0.03383029252290726
0.0014245074708014727,0.029569309204816818,0.00515291653573513,0.05908976495265961
0.001508933724835515,0.029375813901424408,0.0008250477840192616,0.02271461859345436
0.0012417593970894814,0.027405746281147003,0.0028115964960306883,0.04185241088271141
0.000906613131519407,0.02379235252737999,0.0015637745382264256,0.03159477189183235
0.0008757496834732592,0.023033907637000084,0.002627383451908827,0.04102829471230507
0.0008206533384509385,0.021853942424058914,0.0014954186044633389,0.03043998032808304
0.0008192271925508976,0.02207825519144535,0.0009607216343283653,0.024305405095219612
0.0007872311398386955,0.021595314145088196,0.0018722398672252893,0.03425596281886101
0.0010488543193787336,0.02578985132277012,0.0013677575625479221,0.029309963807463646
0.001016549882479012,0.023944484069943428,0.0014526249142363667,0.030118539929389954
0.0009643853991292417,0.024663696065545082,0.0013870680704712868,0.0301581472158432
0.001350876409560442,0.02729104459285736,0.004804350435733795,0.060271959751844406
0.0009610325796529651,0.02406984753906727,0.0008765014936216176,0.0233348086476326
0.0008926712325774133,0.023978695273399353,0.0015247775008901954,0.03129224106669426
0.0009902241872623563,0.025061937049031258,0.0034202116075903177,0.04939483478665352
0.0006935170968063176,0.020192280411720276,0.0010523255914449692,0.025864191353321075
0.0007187203736975789,0.020714377984404564,0.0008338298066519201,0.022862879559397697
0.0007054247544147074,0.020975472405552864,0.0016917296452447772,0.03342103585600853
0.0010158215882256627,0.02396698296070099,0.003596931928768754,0.04968154430389404
0.0008341609500348568,0.02289058081805706,0.001187327434308827,0.02787957340478897
0.0008457300718873739,0.022905439138412476,0.0026553168427199125,0.042731694877147675
0.0007354292902164161,0.0208895280957222,0.0018302644602954388,0.03514302521944046
