y_true_normalized,y_pred_normalized
0.9674099485420238,0.95972204
0.9571183533447682,0.9572462
0.974271012006861,0.96842057
0.9665523156089193,0.97278184
0.9965694682675814,1.0039235
0.993138936535163,0.9948298
1.0025728987993137,1.0036472
1.0111492281303602,1.0019623
1.0077186963979414,0.9999353
0.994854202401372,0.9939776
0.974271012006861,0.97381943
0.9674099485420238,0.9666281
0.9562607204116638,0.9572462
0.9545454545454544,0.9572462
0.9493996569468266,0.9641395
0.9794168096054887,0.9791447
1.0497427101200685,1.0381647
1.0265866209262435,1.0256218
1.0180102915951974,1.0186609
1.0222984562607202,1.0221518
1.0205831903945113,1.0239798
1.0480274442538595,1.0370296
1.0660377358490567,1.0682046
1.0634648370497428,1.0678387
1.0840480274442539,1.0844432
1.0986277873070327,1.0961895
1.1037735849056605,1.0961895
1.0789022298456261,1.0796554
1.0634648370497428,1.0675629
1.0866209262435678,1.0854326
1.0797598627787306,1.0821375
1.1174957118353344,1.1158457
1.1295025728987993,1.1224706
1.1106346483704972,1.1119785
1.0840480274442539,1.084821
1.08147512864494,1.080658
1.060891938250429,1.0627638
1.0634648370497428,1.0637543
1.0677530017152657,1.0652627
1.0857632933104633,1.0820588
1.0917667238421955,1.0891443
1.1003430531732417,1.0884742
1.0977701543739278,1.0914997
1.0900514579759861,1.0834396
1.1003430531732417,1.0934844
1.0780445969125212,1.0814232
1.0531732418524873,1.0610958
1.0428816466552313,1.0432773
1.036878216123499,1.040095
1.0437392795883362,1.0457891
1.0248713550600341,1.0333227
1.0360205831903946,1.03502
0.9845626072041165,1.0002437
0.9845626072041165,0.98830694
0.9982847341337908,0.9955895
0.9897084048027442,0.99425435
1.0025728987993137,0.99587345
0.9639794168096054,0.9663655
0.9777015437392798,0.973118
0.9939965694682675,0.9825211
0.9957118353344769,0.9828103
0.9888507718696398,0.9907153
0.994854202401372,0.99710786
1.0102915951972558,0.99710786
1.0077186963979414,0.99710786
1.0060034305317325,0.99141926
0.9691252144082332,0.97083205
0.9451114922813038,0.94863474
0.9082332761578045,0.9250609
0.9176672384219555,0.929076
0.9331046312178388,0.9514071
0.92967409948542,0.95046586
0.9030874785591767,0.92363966
0.8379073756432247,0.8626743
0.8507718696397941,0.86923194
0.8267581475128642,0.8489296
0.8241852487135504,0.8470279
0.8499142367066896,0.8581992
0.8567753001715264,0.8562291
0.8713550600343052,0.8624355
0.843910806174957,0.8412866
0.8387650085763292,0.83546174
0.8404802744425386,0.83707285
0.8190394511149226,0.820623
0.8181818181818181,0.81847966
0.7590051457975984,0.7691151
0.7658662092624355,0.7691151
0.7641509433962266,0.76433
0.7178387650085762,0.7390896
0.7478559176672384,0.76149404
0.7701543739279588,0.78375494
0.7890222984562605,0.7928706
0.8104631217838765,0.81007004
0.8087478559176671,0.8097142
0.8061749571183532,0.8097142
0.820754716981132,0.813237
0.8216123499142365,0.8134576
0.7984562607204115,0.79840076
0.8241852487135504,0.81261027
0.8216123499142365,0.8247214
0.8387650085763292,0.8405411
0.853344768439108,0.8436284
0.8404802744425386,0.8386379
0.8833619210977701,0.87750345
0.8499142367066896,0.85188526
0.8816466552315607,0.87484396
0.8559176672384219,0.852687
