y_true_normalized,y_pred_normalized
0.8233276157804459,0.8295937
0.8224699828473414,0.83444655
0.8241852487135504,0.828778
0.8662092624356774,0.86491483
0.8816466552315607,0.868213
0.8567753001715264,0.860282
0.8850771869639795,0.8893722
0.9253859348198972,0.9194313
0.9133790737564322,0.9124398
0.9176672384219555,0.9172313
0.9193825042881645,0.9164201
0.9116638078902228,0.9112854
0.9210977701543739,0.9211852
0.9433962264150944,0.93551373
0.9176672384219555,0.921477
0.9245283018867922,0.92173374
0.9348198970840478,0.94709116
0.9536878216123499,0.9552455
0.9536878216123499,0.95242524
0.9468267581475127,0.94331914
0.9502572898799315,0.94573486
0.9614065180102915,0.9593671
0.9493996569468266,0.95424265
0.962264150943396,0.96034
0.9596912521440821,0.95684445
0.9442538593481988,0.9439986
0.9048027444253861,0.91393864
0.9005145797598628,0.9118665
0.8816466552315607,0.88818824
0.8910806174957118,0.899453
0.897084048027444,0.9003991
0.9236706689536878,0.94788134
0.9433962264150944,0.9509216
0.9545454545454544,0.9550817
0.9562607204116638,0.9584712
0.9802744425385936,0.97794265
0.9674099485420238,0.96332675
0.9674099485420238,0.9546235
0.9656946826758148,0.96120805
0.9674099485420238,0.96997154
0.9871355060034304,0.9905147
0.9888507718696398,0.98598397
0.9682675814751287,0.97760296
0.9811320754716981,0.9772783
0.9828473413379075,0.97758377
0.9691252144082332,0.9708749
0.993138936535163,0.9781074
0.9905660377358492,0.98316526
0.9691252144082332,0.9707585
0.9545454545454544,0.96158266
0.9777015437392798,0.9767636
0.994854202401372,0.99075204
0.9991423670668953,0.99264115
0.9811320754716981,0.97926104
0.9845626072041165,0.9823699
0.9897084048027442,0.9820557
0.9639794168096054,0.9662428
0.9545454545454544,0.96139127
0.9442538593481988,0.9530312
0.9322469982847339,0.94953024
0.9339622641509433,0.950845
0.9656946826758148,0.97981226
0.9682675814751287,0.9805908
0.9879931389365353,0.9900772
0.9965694682675814,0.9972561
1.0351629502572897,1.0213457
1.036878216123499,1.020828
1.016295025728988,0.9927153
1.0128644939965696,0.9885192
0.994854202401372,0.9880772
0.9939965694682675,0.9907866
0.9493996569468266,0.9480031
0.9442538593481988,0.9435688
0.9271012006861061,0.93783015
0.9451114922813038,0.9461407
0.9348198970840478,0.9496575
0.92967409948542,0.9419188
0.9339622641509433,0.9337867
0.909090909090909,0.91254663
0.9125214408233278,0.9310212
0.9348198970840478,0.95485455
0.909090909090909,0.91236496
0.8867924528301885,0.9049359
0.8730703259005146,0.8815845
0.8807890222984562,0.8963438
0.8790737564322468,0.8942675
0.8996569468267579,0.9086244
0.9099485420240139,0.9145029
0.9391080617495711,0.93338823
0.9339622641509433,0.9329579
0.9408233276157805,0.93338823
0.9545454545454544,0.95941484
0.9845626072041165,0.97453517
0.9871355060034304,0.9624639
0.9939965694682675,0.96239793
0.9974271012006859,0.9709448
0.983704974271012,0.9636352
0.9828473413379075,0.95413226
0.9888507718696398,0.96687245
0.9862778730703259,0.97125864
0.9888507718696398,0.9723119
0.9922813036020581,0.99266857
1.004288164665523,0.997263
0.983704974271012,0.97846264
0.9708404802744426,0.97602606
0.9991423670668953,0.9785995
0.9562607204116638,0.95455945
0.9459691252144082,0.95237935
0.9493996569468266,0.9508736
0.9519725557461405,0.94953674
0.9099485420240139,0.93405914
0.9150943396226416,0.9307136
0.9082332761578045,0.9334615
0.895368782161235,0.89987665
0.8936535162950257,0.893955
0.9142367066895367,0.9059109
0.9656946826758148,0.96675766
0.9596912521440821,0.95611525
0.9682675814751287,0.9685101
0.9785591766723842,0.9685101
0.9862778730703259,0.97610754
0.9845626072041165,0.95718
0.9862778730703259,0.9730353
0.974271012006861,0.96034
0.9777015437392798,0.95358014
0.9579759862778732,0.94715506
0.9519725557461405,0.9530541
