date,price1,price2
2021-07-01,0.4067365476005369,-0.19607930984046598
2021-07-02,0.41337771686347236,-0.3776113593306172
2021-07-05,0.41337771686347236,-0.4560291055245637
2021-07-06,0.41337771686347236,-0.4399727649849484
2021-07-07,0.7509655474764203,-0.47528136045074626
2021-07-08,0.7509655474764203,-0.7473276655910257
2021-07-09,0.7509655474764203,-0.6771069241513787
2021-07-12,0.7509655474764203,-0.5518573492922564
2021-07-13,0.7509655474764203,-0.3948176703199278
2021-07-14,0.41778078606863606,-0.5515788798526837
2021-07-15,0.4437996791933985,-0.6309785517337155
2021-07-16,0.3820011416123956,-1.0109983284101531
2021-07-19,0.2814932475454152,-1.1733685329780723
2021-07-20,0.21648962118697498,-1.1945532262289995
2021-07-21,0.2245168638086521,-1.035189233235733
2021-07-22,0.21110210299482243,-1.1008503555688836
2021-07-23,0.21917253472536843,-1.6991668729957403
2021-07-26,0.2662733864876385,-3.3301926844454193
2021-07-27,0.3088085751698915,
2021-07-28,0.3282158571455231,
2021-07-29,0.3209821922653563,
2021-07-30,0.335397571684548,
2021-08-02,0.34252807675311864,-2.9348355468838174
2021-08-03,0.4045129870787989,-1.9270049481828992
2021-08-04,0.4022844713153411,-1.679503341574938
2021-08-05,0.4437996791933985,-1.4933737119682116
2021-08-06,0.4352017162662688,-1.5087817641203636
2021-08-09,0.4155816748413998,-0.6765143670067996
2021-08-10,0.3751475646417846,-0.5664334719787635
2021-08-11,0.3543004156087568,-0.7640298677607044
2021-08-12,0.4045129870787989,-0.868754523053311
2021-08-13,0.4373581473895919,-0.7895068283386938
2021-08-16,0.4480710967621131,-0.750552922967173
2021-08-17,0.4067365476005369,-1.5589566003734567
2021-08-18,0.4000509781751481,-1.9864887912607871
2021-08-19,0.3589708186749579,-3.0357041886959593
2021-08-20,0.2915126349858356,
2021-08-23,0.3112551832163862,-2.7815172763284437
2021-08-24,0.3589708186749579,-2.410640759001389
2021-08-25,0.3865442359627883,-1.6591285577014085
2021-08-26,0.3933204109062783,
2021-08-27,0.3612978658457423,-2.83085478334449
2021-08-30,0.32339923254628,-2.053730375070431
2021-08-31,0.24561306021406765,-1.6318119709424035
2021-09-01,0.20568540215739817,-1.659077021462434
2021-09-02,0.2298327828041827,-1.2231245640217918
2021-09-03,0.34725365581818685,-0.9103726028170426
2021-09-06,0.3258104448271645,-0.8658234370174578
2021-09-07,0.30143262933621473,-0.582391689842842
2021-09-08,0.28901718378662133,-0.5682384380585316
2021-09-09,0.28901718378662133,-0.5398751767719505
2021-09-10,0.3063559665484081,-0.5177404268164513
2021-09-13,0.30143262933621473,-0.5101582671958881
2021-09-14,0.28400752149832387,-0.8307827505375276
2021-09-15,0.07534155485076922,-0.6956337539338714
2021-09-16,0.004851354783929906,-0.610163708161513
2021-09-17,0.004851354783929906,-0.5954970286924094
2021-09-22,0.05344716265431393,-0.9161049217096287
2021-09-23,0.07224298069708858,-0.774473459118706
2021-09-24,0.10880685638980962,-0.6665841343369859
2021-09-27,0.08151004757482515,-0.4971946774788203
2021-09-28,0.09373404244911018,-0.6744644120159217
2021-09-29,0.09979045795921891,-0.7100306896389291
2021-09-30,0.14696493585602283,-0.5362153087122788
2021-10-08,0.12659937182437828,-0.13230297807115374
2021-10-11,0.16126194945201136,-0.12675716726109112
2021-10-12,0.19750493667447955,-0.257199197450801
2021-10-13,0.24300024625603683,-0.21354779481297187
2021-10-14,0.1892569988414394,-0.34940786922353556
2021-10-15,0.2245168638086521,-0.5507952243743971
2021-10-18,0.2271783556766041,-0.33458351498360317
2021-10-19,0.2245168638086521,0.025294677368490674
2021-10-20,0.23248018259781633,-0.10374701949681842
2021-10-21,0.26882617085662297,-0.1651714948211753
2021-10-22,0.24821906516213196,-0.15684961962436655
2021-10-25,0.31613051453237667,-0.011111401907162614
2021-10-26,0.39781248537455777,-0.16401982321339859
2021-10-27,0.3888080666171871,-0.13531209595726337
2021-10-28,0.34252807675311864,-0.27701798313031545
2021-10-29,0.37743731332366354,0.0992970718238855
2021-11-01,0.37055227815034725,0.1783581575939913
2021-11-02,0.4000509781751481,0.19721990482890298
2021-11-03,0.42870438054155247,0.3129661010075605
2021-11-04,0.502000418063828,0.41717686075670324
2021-11-05,0.5160363175386599,0.2395823661052655
2021-11-08,0.4733234046324386,0.19623798495090422
