date,Corn,ER,TR,IR,corn,时间,收盘价(元)
2/7/2021,697.25,6.5925,1.8593,2.518,697.25,2021-08-04,"6,654.6710"
6/7/2021,656,6.5901,1.8593,2.518,656,2021-08-05,"6,681.1192"
7/7/2021,652.5,6.5895,1.8593,2.518,652.5,2021-08-06,"6,678.7381"
8/7/2021,638,6.5889,1.8593,2.518,638,2021-08-09,"6,877.8650"
9/7/2021,629.75,6.5883,1.8593,2.518,629.75,2021-08-10,"6,918.8820"
12/7/2021,669.25,6.5865,1.8593,2.518,669.25,2021-08-11,"6,848.3292"
13/7/2021,677,6.5859,1.8593,2.518,677,2021-08-12,"6,816.2201"
14/7/2021,683,6.5853,1.8593,2.518,683,2021-08-13,"6,840.2056"
15/7/2021,564.25,6.5847,1.8593,2.518,564.25,2021-08-16,"6,852.7109"
16/7/2021,556,6.5841,1.8593,2.518,556,2021-08-17,"6,671.2337"
19/7/2021,556,6.5823,1.8593,2.518,556,2021-08-18,"6,620.4969"
20/7/2021,571.75,6.5817,1.8593,2.518,571.75,2021-08-19,"6,558.6973"
21/7/2021,571.75,6.5811,1.8593,2.518,571.75,2021-08-20,"6,489.4528"
22/7/2021,564.5,6.5805,1.8593,2.518,564.5,2021-08-23,"6,568.3370"
23/7/2021,547.25,6.5799,1.8593,2.518,547.25,2021-08-24,"6,587.6206"
26/7/2021,549.75,6.5781,1.8593,2.518,549.75,2021-08-25,"6,657.3321"
27/7/2021,548.75,6.5775,1.8593,2.518,548.75,2021-08-26,"6,507.0333"
28/7/2021,549.25,6.5769,1.8593,2.518,549.25,2021-08-27,"6,566.2695"
29/7/2021,558,6.5763,1.8593,2.518,558,2021-08-30,"6,614.3120"
30/7/2021,547,6.5757,1.8593,2.518,547,2021-08-31,"6,660.9860"
2/8/2021,558.75,7.5745,1.8593,2.518,558.75,2021-09-01,"6,657.3389"
3/8/2021,550.5,8.5745,1.8593,2.518,550.5,2021-09-02,"6,729.4407"
4/8/2021,545.75,9.5745,1.8593,2.518,545.75,2021-09-03,"6,804.3647"
5/8/2021,555.75,10.5745,1.8593,2.518,555.75,2021-09-06,"6,817.0738"
6/8/2021,555,11.5745,1.8593,2.518,555,2021-09-07,"6,912.6524"
9/8/2021,550.25,14.5745,1.8593,2.518,550.25,2021-09-08,"6,918.1724"
10/8/2021,549.25,15.5745,1.8593,2.518,549.25,2021-09-09,"6,929.4725"
11/8/2021,556.25,16.5745,1.8593,2.518,556.25,2021-09-10,"6,938.5165"
12/8/2021,567,17.5745,1.8593,2.518,567,2021-09-13,"6,941.6608"
13/8/2021,568.25,18.5745,1.8593,2.518,568.25,2021-09-14,"6,827.4758"
16/8/2021,564.75,21.5745,1.8593,2.518,564.75,2021-09-15,"6,871.1899"
17/8/2021,558.25,22.5745,1.8593,2.518,558.25,2021-09-16,"6,902.0453"
18/8/2021,561.75,23.5745,1.8593,2.518,561.75,2021-09-17,"6,907.6103"
19/8/2021,550,24.5745,1.8593,2.518,550,2021-09-22,"6,802.7701"
20/8/2021,538.75,25.5745,1.8593,2.518,538.75,2021-09-23,"6,844.9741"
23/8/2021,538,28.5745,1.8593,2.518,538,2021-09-24,"6,881.3826"
24/8/2021,544.5,29.5745,1.8593,2.518,544.5,2021-09-27,"6,947.0923"
25/8/2021,551.25,30.5745,1.8593,2.518,551.25,2021-09-28,"6,878.5883"
26/8/2021,552.75,31.5745,1.8593,2.518,552.75,2021-09-29,"6,866.2471"
27/8/2021,558,32.5745,1.8593,2.518,558,2021-09-30,"6,930.9541"
30/8/2021,540.25,35.5745,1.8593,2.518,540.25,2021-10-08,"7,132.7925"
31/8/2021,534,36.5745,1.8593,2.518,534,2021-10-11,"7,136.1704"
1/9/2021,515.5,37.5745,1.8593,2.518,515.5,2021-10-12,"7,061.4764"
2/9/2021,516.25,38.5745,1.8593,2.518,516.25,2021-10-13,"7,085.3956"
3/9/2021,508,39.5745,1.8593,2.518,508,2021-10-14,"7,014.2551"
6/9/2021,524.25,42.5745,1.8593,2.518,524.25,2021-10-15,"6,925.0839"
7/9/2021,495.75,43.5745,1.8593,2.518,495.75,2021-10-18,"7,021.5562"
8/9/2021,498.25,44.5745,1.8593,2.518,498.25,2021-10-19,"7,236.4732"
9/9/2021,496,45.5745,1.8593,2.518,496,2021-10-20,"7,150.3875"
10/9/2021,502.75,46.5745,1.8593,2.518,502.75,2021-10-21,"7,113.1526"
13/9/2021,496.75,49.5745,1.8593,2.518,496.75,2021-10-22,"7,118.0643"
14/9/2021,503,50.5745,1.8593,2.518,503,2021-10-25,"7,211.0510"
15/9/2021,533.5,51.5745,1.8593,2.518,533.5,2021-10-26,"7,113.8299"
16/9/2021,529.5,52.5745,1.8593,2.518,529.5,2021-10-27,"7,130.9675"
17/9/2021,527.25,53.5745,1.8593,2.518,527.25,2021-10-28,"7,050.9564"
20/9/2021,521.75,56.5745,1.8593,2.518,521.75,2021-10-29,"7,291.0911"
21/9/2021,517,57.5745,1.8593,2.518,517,2021-11-01,"7,354.0857"
22/9/2021,525.5,58.5745,1.8593,2.518,525.5,2021-11-02,"7,369.8647"
23/9/2021,529.25,59.5745,1.8593,2.518,529.25,2021-11-03,"7,473.4910"
24/9/2021,526.75,60.5745,1.8593,2.518,526.75,2021-11-04,"7,577.6251"
27/9/2021,539.5,63.5745,1.8593,2.518,539.5,2021-11-05,"7,406.4073"
28/9/2021,532.5,64.5745,1.8593,2.518,532.5,2021-11-08,"7,369.0359"
29/9/2021,539,65.5745,1.8593,2.518,539,2021-11-09,"7,438.0699"
30/9/2021,536.75,66.5745,1.8593,2.518,536.75,2021-11-10,"7,342.7729"
1/10/2021,541.5,67.5745,1.8593,2.518,541.5,2021-11-11,"7,389.6775"
4/10/2021,540.75,70.5745,1.8593,2.518,540.75,2021-11-12,"7,470.5566"
5/10/2021,537.5,71.5745,1.8593,2.518,537.5,2021-11-15,"7,421.8995"
6/10/2021,532.25,72.5745,1.8593,2.518,532.25,2021-11-16,"7,377.9202"
7/10/2021,534,73.5745,1.8593,2.518,534,2021-11-17,"7,350.6067"
8/10/2021,530.5,74.5745,1.8593,2.518,530.5,2021-11-18,"7,338.6622"
11/10/2021,533,77.5745,1.8593,2.518,533,2021-11-19,"7,313.7583"
12/10/2021,522.5,78.5745,1.8593,2.518,522.5,2021-11-22,"7,335.3741"
13/10/2021,512.25,79.5745,1.8593,2.518,512.25,2021-11-23,"7,277.7095"
14/10/2021,516.75,80.5745,1.8593,2.518,516.75,2021-11-24,"7,178.5383"
15/10/2021,525.75,81.5745,1.8593,2.518,525.75,2021-11-25,"7,149.5956"
18/10/2021,532.75,84.5745,1.8593,2.518,532.75,2021-11-26,"7,119.3652"
19/10/2021,530.25,85.5745,1.8593,2.518,530.25,2021-11-29,"7,116.0549"
20/10/2021,539.25,86.5745,1.8593,2.518,539.25,2021-11-30,"7,083.9112"
21/10/2021,532.25,87.5745,1.8593,2.518,532.25,2021-12-01,"7,118.3519"
22/10/2021,538,88.5745,1.8593,2.518,538,2021-12-02,"7,115.7722"
25/10/2021,538,91.5745,1.8593,2.518,538,2021-12-03,"7,209.6862"
26/10/2021,543.5,92.5745,1.8593,2.518,543.5,2021-12-06,"7,124.8491"
27/10/2021,557.25,93.5745,1.8593,2.518,557.25,2021-12-07,"7,160.3896"
28/10/2021,562.75,94.5745,1.8593,2.518,562.75,2021-12-08,"7,265.0960"
29/10/2021,568.25,95.5745,1.8593,2.518,568.25,2021-12-09,"7,328.3134"
1/11/2021,579,98.5745,1.8593,2.518,579,2021-12-10,"7,347.3839"
2/11/2021,573,99.5745,1.8593,2.518,573,2021-12-13,"7,334.1676"
3/11/2021,564,100.5745,1.8593,2.518,564,2021-12-14,"7,279.1528"
4/11/2021,559.25,101.5745,1.8593,2.518,559.25,2021-12-15,"7,216.4815"
5/11/2021,553,102.5745,1.8593,2.518,553,2021-12-16,"7,229.7383"
8/11/2021,551.5,105.5745,1.8593,2.518,551.5,2021-12-17,"7,178.7431"
9/11/2021,554.75,106.5745,1.8593,2.518,554.75,2021-12-20,"7,101.3422"
10/11/2021,569.25,107.5745,1.8593,2.518,569.25,2021-12-21,"7,145.8109"
11/11/2021,569.5,108.5745,1.8593,2.518,569.5,2021-12-22,"7,250.5809"
12/11/2021,577.25,109.5745,1.8593,2.518,577.25,2021-12-23,"7,362.8409"
15/11/2021,576.5,112.5745,1.8593,2.518,576.5,2021-12-24,"7,403.0006"
16/11/2021,571,113.5745,1.8593,2.518,571,2021-12-27,"7,365.8499"
17/11/2021,575.25,114.5745,1.8593,2.518,575.25,2021-12-28,"7,387.0808"
18/11/2021,573,115.5745,1.8593,2.518,573,2021-12-29,"7,298.2329"
19/11/2021,570.75,116.5745,1.8593,2.518,570.75,2021-12-30,"7,310.7666"
22/11/2021,576.75,119.5745,1.8593,2.518,576.75,2021-12-31,"7,425.8329"
23/11/2021,580.5,120.5745,1.8593,2.518,580.5,2022-01-04,"7,621.4205"
24/11/2021,579.75,121.5745,1.8593,2.518,579.75,2022-01-05,"7,580.5936"
26/11/2021,586.75,123.5745,1.8593,2.518,586.75,2022-01-06,"7,527.6745"
29/11/2021,581,126.5745,1.8593,2.518,581,2022-01-07,"7,379.3133"
30/11/2021,567,127.5745,1.8593,2.518,567,2022-01-10,"7,597.5575"
1/12/2021,572,128.5745,1.8593,2.518,572,2022-01-11,"7,452.3841"
2/12/2021,577,129.5745,1.8593,2.518,577,2022-01-12,"7,514.9554"
3/12/2021,586,130.5745,1.8593,2.518,586,2022-01-13,"7,304.0226"
6/12/2021,583.5,133.5745,1.8593,2.518,583.5,2022-01-14,"7,243.6612"
7/12/2021,586.25,134.5745,1.8593,2.518,586.25,2022-01-17,"7,294.8713"
8/12/2021,584.75,135.5745,1.8593,2.518,584.75,2022-01-18,"7,275.2285"
9/12/2021,588.5,136.5745,1.8593,2.518,588.5,2022-01-19,"7,203.9651"
10/12/2021,588.5,137.5745,1.8593,2.518,588.5,2022-01-20,"7,258.9720"
13/12/2021,584.25,140.5745,1.8593,2.518,584.25,2022-01-21,"7,091.5902"
14/12/2021,588.75,141.5745,1.8593,2.518,588.75,2022-01-24,"7,088.5158"
15/12/2021,585.75,142.5745,1.8593,2.518,585.75,2022-01-25,"6,844.2498"
16/12/2021,591.25,143.5745,1.8593,2.518,591.25,2022-01-26,"6,932.9696"
17/12/2021,593.25,144.5745,1.8593,2.518,593.25,2022-01-27,"6,782.2845"
20/12/2021,591,147.5745,1.8593,2.518,591,2022-01-28,"6,866.0113"
21/12/2021,598.25,148.5745,1.8593,2.518,598.25,2022-02-07,"6,992.9516"
22/12/2021,602.5,149.5745,1.8593,2.518,602.5,,
23/12/2021,605.75,150.5745,1.8593,2.518,605.75,,
24/12/2021,605.8,151.5745,1.8593,2.518,605.8,,
27/12/2021,614.75,154.5745,1.8593,2.518,614.75,,
28/12/2021,604.75,155.5745,1.8593,2.518,604.75,,
29/12/2021,605.5,156.5745,1.8593,2.518,605.5,,
30/12/2021,596,157.5745,1.8593,2.518,596,,
31/12/2021,593.25,158.5745,1.8593,2.518,593.25,,
3/1/2022,589.25,161.5745,1.8593,2.518,589.25,,
4/1/2022,609.5,162.5745,1.8593,2.518,609.5,,
5/1/2022,602.25,163.5745,1.8593,2.518,602.25,,
6/1/2022,603.75,164.5745,1.8593,2.518,603.75,,
7/1/2022,606.75,165.5745,1.8593,2.518,606.75,,
10/1/2022,599.75,168.5745,1.8593,2.518,599.75,,
11/1/2022,601,169.5745,1.8593,2.518,601,,
12/1/2022,599,170.5745,1.8593,2.518,599,,
13/1/2022,587.5,171.5745,1.8593,2.518,587.5,,
14/1/2022,596.25,172.5745,1.8593,2.518,596.25,,
18/1/2022,599.5,176.5745,1.8593,2.518,599.5,,
19/1/2022,610.5,177.5745,1.8593,2.518,610.5,,
20/1/2022,611,178.5745,1.8593,2.518,611,,
21/1/2022,616.25,179.5745,1.8593,2.518,616.25,,
24/1/2022,621,182.5745,1.8593,2.518,621,,
25/1/2022,620,183.5745,1.8593,2.518,620,,
26/1/2022,627,184.5745,1.8593,2.518,627,,
27/1/2022,625.25,185.5745,1.8593,2.518,625.25,,
28/1/2022,636,186.5745,1.8593,2.518,636,,
31/1/2022,626,189.5745,1.8593,2.518,626,,
1/2/2022,634.75,190.5745,1.8593,2.518,634.75,,
2/2/2022,622.5,191.5745,1.8593,2.518,622.5,,
3/2/2022,616.75,192.5745,1.8593,2.518,616.75,,
4/2/2022,620.5,193.5745,1.8593,2.518,620.5,,
7/2/2022,635.25,196.5745,1.8593,2.518,635.25,,
