date,Corn,TR,IR,ER,CSI,EPU,GPR,NHAI.SL,NHBM.SL,CFD,corn
31/12/2021,2607,2.2844,2.129,6.3757,7425.83,132.09,134.17,1017.484,2597.9316,589.25,2607
4/1/2022,2605,2.2844,1.925,6.3794,7621.42,192.08,95.39,1019.311,2647.6255,602.25,2605
5/1/2022,2618,2.2844,1.777,6.3779,7580.59,111.08,76.8,1023.148,2682.6557,603.75,2618
6/1/2022,2633,2.2844,1.714,6.3728,7527.67,235.1,96.65,1014.705,2619.1127,606.75,2633
7/1/2022,2634,2.2844,1.839,6.3742,7379.31,57.41,148.32,1028.362,2627.2592,599.75,2634
10/1/2022,2630,2.2844,1.878,6.3653,7597.56,120.25,63.32,1034.565,2632.1471,601,2630
11/1/2022,2632,2.2844,1.984,6.3684,7452.38,77.55,99.26,1028.938,2630.5178,599,2632
12/1/2022,2635,2.2844,1.972,6.3658,7514.96,91.97,111.29,1030.222,2645.1816,587.5,2635
13/1/2022,2643,2.2844,2.218,6.3542,7304.02,57.28,114.03,1030.973,2641.923,596.25,2643
14/1/2022,2625,1.9139,2.209,6.3677,7243.66,73.63,102.02,1031.862,2595.4877,599.5,2625
18/1/2022,2686,1.9139,1.921,6.3521,7275.23,77,113.04,1032.733,2571.0481,610.5,2686
19/1/2022,2689,1.9139,2.035,6.3624,7203.97,71.25,71.33,1040.537,2588.1558,611,2689
20/1/2022,2706,1.9139,2.035,6.3485,7258.97,72.93,68.01,1055.318,2641.923,616.25,2706
21/1/2022,2708,1.7698,2.063,6.3492,7091.59,126.04,93.85,1060.364,2663.9186,621,2708
24/1/2022,2701,1.7698,1.935,6.3411,7088.52,273.48,129.86,1058.152,2650.0695,620,2701
25/1/2022,2709,1.7698,1.931,6.3418,6844.25,190.88,64.9,1056.396,2645.9962,627,2709
26/1/2022,2727,1.7698,1.74,6.3246,6932.97,146.78,143.65,1061.955,2655.7721,625.25,2727
27/1/2022,2730,1.7698,1.614,6.3382,6782.28,164.89,176.05,1072.664,2719.3151,636,2730
28/1/2022,2729,1.7698,1.2,6.3746,6866.01,129.34,65.02,1078.365,2751.9013,626,2729
