MLP,CNN,BP,RNN,LSTM,GRU,XGBoost,GRU+LSTM+Xgboost
0.097475066,0.026710966,0.022760068,0.091848313,0.022089944,0.020154023,0.037917122,0.007032087
0.095336744,0.027481437,0.030279454,0.094227279,0.020524619,0.017873167,0.037917122,0.007689386
0.099639352,0.027485728,0.034688673,0.093268135,0.023322125,0.027224029,0.037917122,0.007002982
