Date,Corn,TR,IR,ER,ine,FP.CFI,CFD,GPR,EPU,corn
25/10/2022,2856,1.3056,1.763,7.1668,665.01,177.9603,684.5,43.25,104.95,2856
26/10/2022,2871,1.3056,1.775,7.1638,659.15,178.8351,685.5,54.54,84.81,2871
27/10/2022,2873,1.3056,1.764,7.157,672.02,178.5252,681.75,141.48,150.79,2873
28/10/2022,2857,1.3813,1.327,7.1698,676.24,176.2954,679.75,141.46,204.29,2857
31/10/2022,2885,1.3813,1.739,7.1768,670.07,174.8069,688.75,310.03,161.13,2885
1/11/2022,2882,1.3813,1.843,7.2081,681.57,177.0963,696.75,157.4,127.48,2882
2/11/2022,2857,1.3813,1.755,7.2197,687.98,180.5284,686.5,149.74,98.2,2857
3/11/2022,2840,1.3813,1.324,7.2472,691.31,180.3736,678.75,100.98,140.73,2840
4/11/2022,2867,1.4092,1.386,7.2555,697.88,180.9938,680.25,39.35,122.07,2867
7/11/2022,2887,1.4092,1.62,7.2292,703.58,182.0421,675.5,105.44,245.52,2887
8/11/2022,2892,1.4092,1.756,7.215,703.54,182.3122,666.75,143.92,123.6,2892
9/11/2022,2871,1.4092,1.808,7.2189,680.96,181.4879,664,272.34,146.6,2871
10/11/2022,2875,1.4092,1.826,7.2422,662.17,181.4083,653,152.18,119.57,2875
11/11/2022,2881,1.572,1.704,7.1907,669.58,181.9375,657.5,184.92,183.98,2881
14/11/2022,2851,1.572,1.646,7.0899,657.41,181.2874,657.25,98.79,215.52,2851
15/11/2022,2840,1.572,1.853,7.0421,644.77,179.6912,668.75,13.81,95.09,2840
16/11/2022,2828,1.572,1.936,7.0363,639.52,179.8584,667,60.44,107.83,2828
17/11/2022,2814,1.572,1.699,7.0655,627.98,178.8983,668.75,102.97,91.22,2814
18/11/2022,2816,1.902,1.364,7.1091,616.93,178.6306,669.25,65.07,133.39,2816
21/11/2022,2853,1.902,1.139,7.1256,599.19,177.417,663,30.23,122.23,2853
22/11/2022,2856,1.902,0.871,7.1667,593.14,177.4609,660,39.63,125.51,2856
23/11/2022,2879,1.902,1.039,7.1281,596.45,178.4225,665.75,82.31,183.38,2879
24/11/2022,2889,1.902,1.044,7.1201,570.71,179.4512,665.75,68.86,226.25,2889
25/11/2022,2934,1.8346,1.021,7.1339,573.53,180.7256,670.5,94.17,189.26,2934
28/11/2022,2936,1.8346,1.033,7.1617,550.25,179.46,664.75,108.17,183.05,2936
29/11/2022,2912,1.8346,1.023,7.1989,575.05,180.8308,669,90.44,90.52,2912
30/11/2022,2908,1.8346,1.515,7.1769,572.95,181.8227,666,118.22,89.9,2908
1/12/2022,2887,1.8346,1.458,7.1225,574.88,182.395,659.75,90.31,177.11,2887
2/12/2022,2886,1.9094,1.157,7.0542,575.67,181.3315,646.5,5.94,48.03,2886
5/12/2022,2834,1.9094,1.08,7.0384,562.28,180.734,640.5,13.98,187.14,2834
6/12/2022,2828,1.9094,1.043,6.9746,548.26,180.1907,637.5,77.35,105.68,2828
7/12/2022,2808,1.9094,1.007,6.9975,520.12,180.6917,642.25,130.07,151.37,2808
8/12/2022,2829,1.9094,1.064,6.9606,517.4,181.3663,642.25,88.38,81.81,2829
9/12/2022,2817,1.954,1.071,6.9588,507.57,182.7331,644,150.25,114.31,2817
12/12/2022,2811,1.954,1.052,6.9565,507.84,181.3889,654.75,150.05,169.7,2811
13/12/2022,2816,1.954,1.032,6.9746,528.56,180.0822,652.5,130.78,122.35,2816
14/12/2022,2787,1.954,1.199,6.9535,531.02,180.7944,651,54.95,120.9,2787
15/12/2022,2791,1.954,1.223,6.9343,538.54,180.3466,654,134.15,114.95,2791
16/12/2022,2817,2.048,1.224,6.9791,537.83,180.5585,653.5,111.9,99.07,2817
19/12/2022,2787,2.048,1.217,6.9746,535.54,178.5976,647.5,208.74,87.27,2787
20/12/2022,2761,2.048,1.166,6.9861,537.65,178.108,652,133.6,72.84,2761
21/12/2022,2745,2.048,0.921,6.965,543.89,178.6015,662.75,179.47,147.63,2745
22/12/2022,2754,2.048,0.783,6.9713,548.45,179.1245,660,102.02,98.69,2754
23/12/2022,2752,2.125,0.585,6.981,546.94,177.7421,666,55.37,84.14,2752
26/12/2022,2776,2.125,0.82,6.9825,561.82,180.0148,674,170.13,170.29,2776
27/12/2022,2788,2.125,0.632,6.9546,568.66,183.1629,674,285.23,69.63,2788
28/12/2022,2822,2.125,0.522,6.9681,562.02,183.7088,683,248.7,85.9,2822
29/12/2022,2816,2.125,0.441,6.9793,555.69,183.7333,679.75,196.49,123.69,2816
30/12/2022,2824,2.125,1.957,6.9646,566.2,184.8329,678.5,215.14,199.3,2824
3/1/2023,2840,2.125,1.475,6.9475,569.82,185.6049,672.25,86.08,117.52,2840
4/1/2023,2875,2.125,1.003,6.9131,542.06,185.003,654.75,38.8,114.2,2875
5/1/2023,2878,2.125,0.574,6.8926,524.31,183.4314,653.75,63.81,176.02,2878
6/1/2023,2886,2.125,0.539,6.8912,529.32,182.6334,653.25,97.65,158.88,2886
9/1/2023,2890,2.125,0.671,6.8265,526.61,182.5847,652.5,104.4,152.51,2890
10/1/2023,2874,2.125,1.116,6.7611,522.7,181.2694,655,82,386.86,2874
11/1/2023,2873,2.125,1.426,6.7756,520.81,181.0027,656.5,92.72,363.84,2873
12/1/2023,2880,2.125,1.465,6.768,532.41,181.5827,672.25,40.25,189.53,2880
13/1/2023,2877,1.6812,1.242,6.7292,541.65,181.9564,675.75,47.22,141.92,2877
16/1/2023,2880,1.6812,1.568,6.7135,542.63,181.5662,686.25,94.69,166.37,2880
17/1/2023,2884,1.6812,1.852,6.7222,548.49,181.8802,686.25,72.81,77.74,2884
18/1/2023,2898,1.6812,1.933,6.7602,564.16,183.7561,680.25,108.48,310.18,2898
19/1/2023,2874,1.6812,1.656,6.7674,551.33,184.0603,676.25,125.56,106.38,2874
20/1/2023,2859,1.6812,1.834,6.7702,565.15,183.8583,677,161.38,119.88,2859
30/1/2023,2892,1.6812,1.411,6.7626,554.31,186.1691,683.75,45.02,191.88,2892
31/1/2023,2842,1.6812,1.988,6.7604,542.52,186.2473,679.25,98.38,159.34,2842
1/2/2023,2830,1.6812,2.119,6.7492,553.44,185.172,681,42.77,138.29,2830
2/2/2023,2834,1.6812,1.635,6.713,536.07,184.1523,673.75,104.55,118.3,2834
3/2/2023,2837,1.714,1.262,6.7382,532.8,183.4829,677,153.45,116.56,2837
6/2/2023,2788,1.714,1.782,6.7737,519.83,184.3836,678,225.51,220.33,2788
7/2/2023,2794,1.714,2.241,6.7967,532.61,184.2876,674,117.53,191.66,2794
8/2/2023,2786,1.714,2.365,6.7752,545.11,184.6288,678.5,64.4,140.71,2786
9/2/2023,2771,1.714,2.318,6.7905,554.1,184.4758,670.75,129.12,131.59,2771
10/2/2023,2769,1.7686,1.865,6.7884,550.32,183.3474,680.75,104.77,100.68,2769
13/2/2023,2793,1.7686,1.412,6.8151,557.12,183.4863,684.75,267.1,70.7,2793
14/2/2023,2853,1.7686,1.576,6.8136,566.44,182.9163,682.25,57.61,106.7,2853
15/2/2023,2846,1.7686,1.902,6.8183,560.93,183.068,673.75,106.35,203.27,2846
16/2/2023,2856,1.7686,2.005,6.8519,572.24,182.5375,674.25,59,220.29,2856
17/2/2023,2868,1.7811,2.115,6.8659,563.18,183.9856,677.75,42.33,99.2,2868
20/2/2023,2877,1.7811,2.157,6.8643,555.64,184.7503,680.25,14.16,96.09,2877
21/2/2023,2875,1.7811,2.195,6.8557,548.64,185.4379,680.25,113.92,70.31,2875
22/2/2023,2877,1.7811,1.765,6.8759,546.53,185.9641,675,63.97,133.75,2877
23/2/2023,2863,1.7811,1.475,6.9028,535.73,185.5998,660,45.91,187.78,2863
24/2/2023,2867,1.801,1.433,6.8942,551.84,185.3219,649.25,52.47,84.35,2867
27/2/2023,2844,1.801,1.817,6.9572,547.91,184.6026,643.5,107.12,125.22,2844
28/2/2023,2837,1.801,2.083,6.9519,547.8,183.9293,630.25,50.18,95.06,2837
